"Movie Name","Release Year","Director","Age Difference","Actor 1 Name","Actor 1 Gender","Actor 1 Birthdate","Actor 1 Age","Actor 2 Name","Actor 2 Gender","Actor 2 Birthdate","Actor 2 Age"
"Thunderball","1965","Terence Young","11","Sean Connery","man","1930-08-25","35","Claudine Auger","woman","1941-04-26","24"
"Tomorrow Never Dies","1997","Roger Spottiswoode","11","Pierce Brosnan","man","1953-05-16","44","Teri Hatcher","woman","1964-12-08","33"
"Trainwreck","2015","Judd Apatow","11","Mike Birbiglia","man","1978-06-20","37","Brie Larson","woman","1989-10-01","26"
"While You Were Sleeping","1995","Jon Turteltaub","11","Bill Pullman","man","1953-12-17","42","Sandra Bullock","woman","1964-07-26","31"
"Wimbledon","2004","Richard Loncraine","11","Paul Bettany","man","1971-05-27","33","Kirsten Dunst","woman","1982-04-30","22"
"Win a Date with Tad Hamilton!","2004","Robert Luketic","11","Josh Duhamel","man","1972-11-14","32","Kate Bosworth","woman","1983-01-02","21"
"Year One","2009","Harold Ramis","11","Jack Black","man","1969-08-28","40","June Diane Raphael","woman","1980-01-04","29"
"You Only Live Twice","1967","Lewis Gilbert","11","Sean Connery","man","1930-08-25","37","Akiko Wakabayashi","woman","1941-08-26","26"
"Zombieland: Double Tap","2019","Ruben Fleischer","11","Jesse Eisenberg","man","1983-10-05","36","Zoey Deutch","woman","1994-11-10","25"
"27 Dresses","2008","Anne Fletcher","10","Edward Burns","man","1968-01-29","40","Malin Akerman","woman","1978-05-12","30"
"Ant-Man","2015","Peyton Reed","10","Paul Rudd","man","1969-04-06","46","Evangeline Lilly","woman","1979-08-03","36"
"Bedtime Stories","2008","Adam Shankman","10","Adam Sandler","man","1966-09-09","42","Keri Russell","woman","1976-03-23","32"
"Big Daddy","1999","Dennis Dugan","10","Jon Stewart","man","1962-11-28","37","Leslie Mann","woman","1972-03-26","27"
"Braveheart","1995","Mel Gibson","10","Mel Gibson","man","1956-01-03","39","Sophie Marceau","woman","1966-11-17","29"
"Daddy's Home","2015","Sean Anders","10","Mark Wahlberg","man","1971-06-05","44","Alessandra Ambrosio","woman","1981-04-11","34"
"Death to Smoochy","2002","Danny DeVito","10","Edward Norton","man","1969-08-18","33","Catherine Keener","woman","1959-03-23","43"
"Diamonds Are Forever","1971","Guy Hamilton","10","Sean Connery","man","1930-08-25","41","Jill St. John","woman","1940-08-19","31"
"Django Unchained","2012","Quentin Tarantino","10","Jamie Foxx","man","1967-12-13","45","Kerry Washington","woman","1977-01-31","35"
"EDtv","1999","Ron Howard","10","Woody Harrelson","man","1961-07-23","38","Jenna Elfman","woman","1971-09-30","28"
"Ever After","1998","Andy Tennant","10","Dougray Scott","man","1965-11-26","33","Drew Barrymore","woman","1975-02-22","23"
"Forrest Gump","1994","Robert Zemeckis","10","Tom Hanks","man","1956-07-09","38","Robin Wright","woman","1966-04-08","28"
"Ghost","1990","Jerry Zucker","10","Patrick Swayze","man","1952-08-18","38","Demi Moore","woman","1962-11-11","28"
"Ghost Rider","2007","Mark Steven Johnson","10","Nicolas Cage","man","1964-01-07","43","Eva Mendes","woman","1974-03-05","33"
"Girl with a Pearl Earring","2003","Peter Webber","10","Colin Firth","man","1960-09-10","43","Essie Davis","woman","1970-11-30","33"
"High School High","1996","Hart Bochner","10","Jon Lovitz","man","1957-07-21","39","Tia Carrere","woman","1967-01-02","29"
"How to Lose a Guy in 10 Days","2003","Donald Petrie","10","Matthew McConaughey","man","1969-11-04","34","Kate Hudson","woman","1979-04-19","24"
"Husbands and Wives","1992","Woody Allen","10","Woody Allen","man","1935-12-01","57","Mia Farrow","woman","1945-02-09","47"
"Little Black Book","2004","Nick Hurran","10","Ron Livingston","man","1967-06-05","37","Brittany Murphy","woman","1977-11-10","27"
"Made of Honor","2008","Paul Weiland","10","Patrick Dempsey","man","1966-01-13","42","Michelle Monaghan","woman","1976-03-23","32"
"Man of Steel","2013","Zack Snyder","10","Kevin Costner","man","1955-01-18","58","Diane Lane","woman","1965-01-21","48"
"Nightmare Alley","2021","Guillermo del Toro","10","Bradley Cooper","man","1975-01-05","46","Rooney Mara","woman","1985-04-17","36"
"Prima della rivoluzione","1964","Michelangelo Antonioni","10","Francesco Barilli","man","1943-02-04","21","Adriana Asti","woman","1933-04-30","31"
"Pulp Fiction","1994","Quentin Tarantino","10","Bruce Willis","man","1955-03-19","39","Maria de Medeiros","woman","1965-08-19","29"
"Rebecca","1940","Alfred Hitchcock","10","Laurence Olivier","man","1907-05-22","33","Jane Fontaine","woman","1917-10-22","23"
"Return to Me","2000","Bonnie Hunt","10","David Duchovny","man","1960-08-07","40","Minnie Driver","woman","1970-01-31","30"
"Smokey and the Bandit","1977","Hal Needham","10","Burt Reynolds","man","1936-02-11","41","Sally Field","woman","1946-11-06","31"
"Snowden","2016","Oliver Stone","10","Joseph Gordon-Levitt","man","1981-02-17","35","Shailene Woodley","woman","1991-11-15","25"
"Spanglish","2004","James L. Brooks","10","Adam Sandler","man","1966-09-09","38","Paz Vega","woman","1976-01-02","28"
"Stranger Than Fiction","2006","Marc Forster","10","Will Ferrell","man","1967-07-16","39","Maggie Gyllenhaal","woman","1977-11-16","29"
"Sweet Home Alabama","2002","Andy Tennant","10","Patrick Dempsey","man","1966-01-13","36","Reese Witherspoon","woman","1976-03-21","26"
"Thank You for Smoking","2006","Jason Reitman","10","Aaron Eckhart","man","1968-03-12","38","Katie Holmes","woman","1978-12-18","28"
"The Aviator","2004","Martin Scorsese","10","Leonardo DiCaprio","man","1974-11-11","30","Kelli Garner","woman","1984-04-11","20"
"The Best Little Whorehouse in Texas","1982","Colin Higgins","10","Burt Reynolds","man","1936-02-11","46","Dolly Parton","woman","1946-01-19","36"
"The Cable Guy","1996","Ben Stiller","10","Matthew Broderick","man","1962-03-21","34","Leslie Mann","woman","1972-03-26","24"
"The Gift","2000","Sam Raimi","10","Keanu Reeves","man","1964-09-02","36","Hilary Swank","woman","1974-07-30","26"
"The Mask","1994","Chuck Russell","10","Jim Carrey","man","1962-01-17","32","Cameron Diaz","woman","1972-08-30","22"
"The Next Three Days","2010"," Paul Haggis","10","Russell Crowe","man","1964-04-07","46","Elizabeth Banks","woman","1974-02-10","36"
"The Normal Heart","2014","Ryan Murphy","10","Mark Ruffalo","man","1967-11-22","47","Matt Bomer","man","1977-10-11","37"
"The Nutty Professor","1996","Tom Shadyac","10","Eddie Murphy","man","1961-04-03","35","Jada Pinkett","woman","1971-09-18","25"
"The Prestige","2006","Christopher Nolan","10","Christian Bale","man","1974-01-30","32","Scarlett Johansson","woman","1984-11-22","22"
"The Time Traveler's Wife","2009","Robert Schwentke","10","Eric Bana","man","1968-08-09","41","Rachel McAdams","woman","1978-11-17","31"
"Water for Elephants","2011","Francis Lawrence","10","Robert Pattinson","man","1986-05-13","25","Reese Witherspoon","woman","1976-03-21","35"
"Wedding Crashers","2005","David Dobkin","10","Owen Wilson","man","1968-11-18","37","Rachel McAdams","woman","1978-11-17","27"
"What's Eating Gilbert Grape","1993","Lasse Hallström","10","Johnny Depp","man","1963-06-09","30","Juliette Lewis","woman","1973-06-21","20"
"42","2013","Brian Helgeland","9","Chadwick Boseman","man","1976-11-29","37","Nicole Beharie","woman","1985-01-03","28"
"50 First Dates","2004","Peter Segal","9","Adam Sandler","man","1966-09-09","38","Drew Barrymore","woman","1975-02-22","29"
"A History of Violence","2005","David Cronenberg","9","Viggo Mortensen","man","1958-10-20","47","Maria Bello","woman","1967-04-18","38"
"A Star Is Born","1937","William A. Wellman","9","Frederic March","man","1897-08-31","40","Janet Gaynor","woman","1906-10-06","31"
"Accepted","2006","Steve Pink","9","Justin Long","man","1978-06-02","28","Blake Lively","woman","1987-08-25","19"
"Amelie","2001","Jean-Pierre Jeunet","9","Mathieu Kassovitz","man","1967-08-03","34","Audrey Tautou","woman","1976-08-09","25"
"Body of Lies","2008","Ridley Scott","9","Leonardo DiCaprio","man","1974-11-11","34","Golshifteh Farahani","woman","1983-07-10","25"
"Boogie Nights","1997","Paul Thomas Anderson","9","William H. Macy","man","1950-03-13","47","Nina Hartley","woman","1959-03-11","38"
"Bridget Jones's Baby","2016","Sharon Maguire","9","Colin Firth","man","1960-09-10","56","Renee Zellweger","woman","1969-04-25","47"
"Bridget Jones's Diary","2001","Sharon Maguire","9","Colin Firth","man","1960-09-10","41","Renee Zellweger","woman","1969-04-25","32"
"Bridget Jones's Diary","2001","Sharon Maguire","9","Hugh Grant","man","1960-09-09","41","Renee Zellweger","woman","1969-04-25","32"
"Bull Durham","1988","Ron Shelton","9","Kevin Costner","man","1955-01-18","33","Susan Sarandon","woman","1946-10-04","42"
"Call Me by Your Name","2017","Luca Guadagnino","9","Armie Hammer","man","1986-08-28","31","Timothée Chalamet","man","1995-12-27","22"
"Closer","2004","Mike Nichols","9","Jude Law","man","1972-12-29","32","Natalie Portman","woman","1981-06-09","23"
"Crank","2006","Mark Neveldine, Brian Taylor","9","Jason Statham","man","1967-07-26","39","Amy Smart","woman","1976-03-26","30"
"Crazy Rich Asians","2018"," Jon M. Chu","9","Pierre Png","man","1973-10-29","45","Gemma Chan","woman","1982-11-29","36"
"Don't Mess with the Zohan","2008","Dennis Dugan","9","Adam Sandler","man","1966-09-09","42","Emmanuelle Chriqui","woman","1975-12-10","33"
"Everything Everywhere All at Once","2022","   Dan Kwan, Daniel Scheinert","9","Ke Huy Quan","man","1971-08-20","51","Michelle Yeoh","woman","1962-08-06","60"
"He's Just Not That Into You","2009","Ken Kwapis","9","Bradley Cooper","man","1975-01-05","34","Scarlett Johansson","woman","1984-11-22","25"
"Heartbreakers","2001","David Mirkin","9","Jason Lee","man","1970-04-25","31","Jennifer Love Hewitt","woman","1979-02-21","22"
"Heat","1995","Michael Mann","9","Val Kilmer","man","1959-12-31","36","Ashley Judd","woman","1968-04-19","27"
"I Love You Phillip Morris","2009","Glenn Ficarra, John Requa","9","Jim Carrey","man","1962-01-17","47","Ewan McGregor","man","1971-03-31","38"
"It's Complicated","2009","Nancy Meyers","9","Alec Baldwin","man","1958-04-03","51","Meryl Streep","woman","1949-06-22","60"
"Just Like Heaven","2005","Mark Waters","9","Mark Ruffalo","man","1967-11-22","38","Reese Witherspoon","woman","1976-03-21","29"
"Last Night","2010","Massy Tadjedin","9","Sam Worthington","man","1976-08-02","34","Keira Knightley","woman","1985-03-26","25"
"Love Stinks","1999","Jeff Franklin","9","French Stewart","man","1964-02-20","35","Bridgette Wilson","woman","1973-09-25","26"
"Man of Steel","2013","Zack Snyder","9","Henry Cavill","man","1983-05-05","30","Amy Adams","woman","1974-08-20","39"
"Mona Lisa Smile","2003","Mike Newell","9","Jordan Bridges","man","1973-11-13","30","Kirsten Dunst","woman","1982-04-30","21"
"My Best Friend's Wedding","1997","P.J. Hogan","9","Dermot Mulroney","man","1963-10-31","34","Cameron Diaz","woman","1972-08-30","25"
"Pusher","1996","Nicolas Winding Refn","9","Kim Bodnia","man","1965-04-12","31","Laura Drasbæk","woman","1974-12-22","22"
"Pushing Tin","1999","Mike Newell","9","John Cusack","man","1966-06-28","33","Angelina Jolie","woman","1975-06-04","24"
"RED","2010","Robert Schwentke","9","Bruce Willis","man","1955-03-19","55","Mary-Louise Parker","woman","1964-08-02","46"
"Raiders of the Lost Ark","1981","Steven Spielberg","9","Harrison Ford","man","1942-07-13","39","Karen Allen","woman","1951-10-05","30"
"Seven","1995","David Fincher","9","Brad Pitt","man","1963-12-18","32","Gwyneth Paltrow","woman","1972-09-27","23"
"Something's Gotta Give","2003","Nancy Meyers","9","Jack Nicholson","man","1937-04-22","66","Diane Keaton","woman","1946-01-05","57"
"Talladega Nights: The Ballad of Ricky Bobby","2006","Adam McKay","9","John C. Reilly","man","1965-05-24","41","Leslie Bibb","woman","1974-11-17","32"
"The Count of Monte Cristo","2002","Kevin Reynolds","9","Guy Pearce","man","1967-10-05","35","Dagmara Dominczyk","woman","1976-07-17","26"
"The Fabulous Baker Boys","1989","Steve Kloves","9","Jeff Bridges","man","1949-12-04","40","Michelle Pfeiffer","woman","1958-04-29","31"
"The Girl on the Train","2016","Tate Taylor","9","Luke Evans","man","1979-04-15","37","Haley Bennett","woman","1988-01-07","28"
"The Good Shepherd","2006","Robert De Niro","9","Matt Damon","man","1970-10-08","36","Martina Gedeck","woman","1961-09-14","45"
"The Great Gatsby","1974","Jack Clayton","9","Robert Redford","man","1936-08-18","38","Mia Farrow","woman","1945-02-09","29"
"The Greatest Showman","2017","Michael Gracey","9","Zac Efron","man","1987-10-18","30","Zendaya","woman","1996-09-01","21"
"The Happening","2008","M. Night Shyamalan","9","Mark Wahlberg","man","1971-06-05","37","Zooey Deschanel","woman","1980-01-17","28"
"The Mask of Zorro","1998","Martin Campbell","9","Antonio Banderas","man","1960-08-10","38","Catherine Zeta-Jones","woman","1969-09-25","29"
"The Other Woman","2014","Nick Cassavetes","9","Taylor Kinney","man","1981-07-15","33","Cameron Diaz","woman","1972-08-30","42"
"The Wedding Singer","1998","Frank Coraci","9","Adam Sandler","man","1966-09-09","32","Drew Barrymore","woman","1975-02-22","23"
"Tomorrow Never Dies","1997","Roger Spottiswoode","9","Pierce Brosnan","man","1953-05-16","44","Michelle Yeoh","woman","1962-08-06","35"
"Walk Hard","2007","Jake Kasdan","9","John C. Reilly","man","1965-05-24","42","Jenna Fischer","woman","1974-03-07","33"
"Wild Things","1998","John McNaughton","9","Matt Dillon","man","1964-02-18","34","Neve Campbell","woman","1973-10-03","25"
"X-Men","2000","Bryan Singer","9","James Marsden","man","1973-09-18","27","Famke Janssen","woman","1964-11-05","36"
"X-Men Origins: Wolverine","2009","Gavin Hood","9","Hugh Jackman","man","1968-10-12","41","Lynn Collins","woman","1977-05-16","32"
"Y tu mamá también","2001","Alfonso Cuarón","9","Diego Luna","man","1979-12-29","22","Maribel Verdú","woman","1970-10-02","31"
"A Happening of Monumental Proportions","2017","Judy Greer","8","Keanu Reeves","man","1964-09-02","53","Jennifer Garner","woman","1972-04-17","45"
"A Very Long Engagement","2004","Jean-Pierre Jeunet","8","Gaspard Ulliel","man","1984-11-25","20","Audrey Tautou","woman","1976-08-09","28"
"Alex & Emma","2003","Rob Reiner","8","Luke Wilson","man","1971-09-21","32","Kate Hudson","woman","1979-04-19","24"
"Always Be My Maybe","2019","Nahnatchka Khan","8","Randall Park","man","1974-03-23","45","Ali Wong","woman","1982-04-19","37"
"American Hustle","2013","David O. Russell","8","Jack Huston","man","1982-12-07","31","Jennifer Lawrence","woman","1990-08-15","23"
"Batman Forever","1995","Joel Schumacher","8","Val Kilmer","man","1959-12-31","36","Nicole Kidman","woman","1967-06-20","28"
"Blue Is The Warmest Color","2013","Abdellatif Kechiche","8","Léa Seydoux","woman","1985-07-01","28","Adèle Exarchopoulos","woman","1993-11-22","20"
"Chloe","2009","Atom Egoyan","8","Liam Neeson","man","1952-06-07","57","Julianne Moore","woman","1960-12-03","49"
"Crazy, Stupid, Love","2011","Glenn Ficarra, John Requa","8","Ryan Gosling","man","1980-11-12","31","Emma Stone","woman","1988-11-06","23"
"Crimson Peak","2015","Guillermo del Toro","8","Tom Hiddleston","man","1981-02-09","34","Mia Wasikowska","woman","1989-10-14","26"
"Daddy's Home","2015","Sean Anders","8","Will Ferrell","man","1967-07-16","48","Linda Cardellini","woman","1975-06-25","40"
"Dan in Real Life","2007","Peter Hedges","8","Dane Cook","man","1972-03-18","35","Juliette Binoche","woman","1964-03-09","43"
"Deepwater Horizon","2016","Peter Berg","8","Mark Wahlberg","man","1971-06-05","45","Kate Hudson","woman","1979-04-19","37"
"Dirty Dancing","1987","Emile Ardolino","8","Patrick Swayze","man","1952-08-18","35","Jennifer Grey","woman","1960-03-26","27"
"Edward Scissorhands","1990","Tim Burton","8","Johnny Depp","man","1963-06-09","27","Winona Ryder","woman","1971-10-29","19"
"Enchanted","2007","Kevin Lima","8","Patrick Dempsey","man","1966-01-13","41","Amy Adams","woman","1974-08-20","33"
"Fantastic Beasts and Where to Find Them","2016","David Yates","8","Dan Fogler","man","1976-10-20","40","Alison Sudol","woman","1984-12-23","32"
"Feeling Minnesota","1996","Steven Baigelman","8","Keanu Reeves","man","1964-09-02","32","Cameron Diaz","woman","1972-08-30","24"
"From Here to Eternity","1953","Fred Zinnemann","8","Burt Lancaster","man","1913-11-02","40","Deborah Kerr","woman","1921-09-30","32"
"Girl with a Pearl Earring","2003","Peter Webber","8","Cillian Murphy","man","1976-05-25","27","Scarlett Johansson","woman","1984-11-22","19"
"Groundhog Day","1993","Harold Ramis","8","Bill Murray","man","1950-09-21","43","Andie MacDowell","woman","1958-04-21","35"
"I, Tonya","2017","Craig Gillespie","8","Sebastian Stan","man","1982-08-13","35","Margot Robbie","woman","1990-07-02","27"
"Killing Zoe","1994","Roger Avary","8","Eric Stoltz","man","1961-09-30","33","Julie Delpy","woman","1969-12-21","25"
"Leatherheads","2008","George Clooney","8","George Clooney","man","1961-05-06","47","Renee Zellweger","woman","1969-04-25","39"
"Love Actually","2003","Richard Curtis","8","Chiwetel Ejiofor","man","1977-07-10","26","Keira Knightley","woman","1985-03-26","18"
"Love Stinks","1999","Jeff Franklin","8","Bill Bellamy","man","1965-04-07","34","Tyra Banks","woman","1973-12-04","26"
"Magic Mike","2012","Steven Soderbergh","8","Channing Tatum","man","1980-04-26","32","Cody Horn","woman","1988-06-12","24"
"Manhattan","1979","Woody Allen","8","Michael Murphy","man","1938-05-05","41","Diane Keaton","woman","1946-01-05","33"
"Meet Joe Black","1998","Martin Brest","8","Brad Pitt","man","1963-12-18","35","Claire Forlani","woman","1971-12-17","27"
"Mo' Better Blues","1990","Spike Lee","8","Denzel Washington","man","1954-12-28","36","Joie Lee","woman","1962-06-22","28"
"National Lampoon's Vacation","1983","Harold Ramis","8","Chevy Chase","man","1943-10-08","40","Beverly D'Angelo","woman","1951-11-15","32"
"Out of Sight","1998","Steven Soderbergh","8","George Clooney","man","1961-05-06","37","Jennifer Lopez","woman","1969-07-24","29"
"P.S. I Love You","2007","Richard LaGravenese","8","Jeffrey Dean Morgan","man","1966-04-22","41","Hilary Swank","woman","1974-07-30","33"
"Pirates of the Caribbean","2003","Gore Verbinski","8","Orlando Bloom","man","1977-01-13","26","Keira Knightley","woman","1985-03-26","18"
"Prime","2005","Ben Younger","8","Bryan Greenberg","man","1978-05-24","27","Uma Thurman","woman","1970-04-29","35"
"Professor Marston and the Wonder Women","2017","Angela Robinson","8","Luke Evans","man","1979-04-15","38","Bella Heathcote","woman","1987-05-27","30"
"Proof of Life","2000","Taylor Hackford","8","David Morse","man","1953-10-11","47","Meg Ryan","woman","1961-11-19","39"
"Red Planet","2000","Antony Hoffman","8","Val Kilmer","man","1959-12-31","41","Carrie-Anne Moss","woman","1967-08-21","33"
"Snow Dogs","2002","Brian Levant","8","Cuba Gooding Jr.","man","1968-01-02","34","Joanna Bacalso","woman","1976-08-10","26"
"Solaris","2002","Steven Soderbergh","8","George Clooney","man","1961-05-06","41","Natascha McElhone","woman","1969-12-14","33"
"Sorry to Bother You","2018","Boots Riley","8","Lakeith Stanfield","man","1991-08-12","27","Tessa Thompson","woman","1983-10-03","35"
"That Thing You Do!","1996","Tom Hanks","8","Johnathon Schaech","man","1969-09-10","27","Liv Tyler","woman","1977-07-01","19"
"The African Queen","1951","John Huston","8","Humphrey Bogart","man","1899-12-25","52","Katharine Hepburn","woman","1907-05-12","44"
"The Bodyguard","1992","Mick Jackson","8","Kevin Costner","man","1955-01-18","37","Whitney Houston","woman","1963-08-09","29"
"The Constant Gardener","2005","Fernando Meirelles","8","Ralph Fiennes","man","1962-12-22","43","Rachel Weisz","woman","1970-03-07","35"
"The Count of Monte Cristo","2002","Kevin Reynolds","8","Jim Caviezel","man","1968-09-26","34","Dagmara Dominczyk","woman","1976-07-17","26"
"The Dark Knight Rises","2012","Christopher Nolan","8","Christian Bale","man","1974-01-30","38","Anne Hathaway","woman","1982-11-12","30"
"The Incredible Hulk","2008","Louis Leterrier","8","Edward Norton","man","1969-08-18","39","Liv Tyler","woman","1977-07-01","31"
"The Invention of Lying","2009","Ricky Gervais, Matthew Robinson","8","Rob Lowe","man","1964-03-17","45","Jennifer Garner","woman","1972-04-17","37"
"The Judge","2014","David Dobkin","8","Robert Downey Jr.","man","1965-04-04","49","Vera Farmiga","woman","1973-08-06","41"
"The Prestige","2006","Christopher Nolan","8","Christian Bale","man","1974-01-30","32","Rebecca Hall","woman","1982-05-03","24"
"The Secret Life of Walter Mitty","2013","Ben Stiller","8","Ben Stiller","man","1965-11-30","48","Kristen Wiig","woman","1973-08-22","40"
"The Water Boy","1998","Frank Coraci","8","Adam Sandler","man","1966-09-09","32","Fairuza Balk","woman","1974-05-21","24"
"The World Is Not Enough","1999","Michael Apted","8","Pierce Brosnan","man","1953-05-16","46","Serena Scott Thomas","woman","1961-09-21","38"
"Third Person","2013","Paul Haggis","8","Adrien Brody","man","1973-04-14","40","Moran Atias","woman","1981-04-09","32"
"Tommy Boy","1995","Peter Segal","8","Rob Lowe","man","1964-03-17","31","Bo Derek","woman","1956-11-20","39"
"Top Gun: Maverick","2022","Joseph Kosinski","8","Tom Cruise","man","1962-07-03","60","Jennifer Connelly","woman","1970-12-12","52"
"Y tu mamá también","2001","Alfonso Cuarón","8","Gael García Bernal","man","1978-11-30","23","Maribel Verdú","woman","1970-10-02","31"
"You Only Live Twice","1967","Lewis Gilbert","8","Sean Connery","man","1930-08-25","37","Karin Dor","woman","1938-02-22","29"
"A Walk on the Moon","1999","Tony Goldwyn","7","Viggo Mortensen","man","1958-10-20","41","Diane Lane","woman","1965-01-21","34"
"Aquaman","2018","James Wan","7","Temuera Morrison","man","1960-12-26","58","Nicole Kidman","woman","1967-06-20","51"
"Aquaman","2018","James Wan","7","Jason Momoa","man","1979-08-01","39","Amber Heard","woman","1986-04-22","32"
"Austin Powers: The Spy Who Shagged Me","1999","Jay Roach","7","Mike Myers","man","1963-04-25","36","Heather Graham","woman","1970-01-29","29"
"Away We Go","2009","Sam Mendes","7","John Krasinski","man","1979-10-20","30","Maya Rudolph","woman","1972-07-27","37"
"Barbershop","2002","Tim Story","7","Ice Cube","man","1969-06-15","33","Jazsmin Lewis","woman","1976-03-22","26"
"Billy Madison","1995","Tamra Davis","7","Adam Sandler","man","1966-09-09","29","Bridgette Wilson","woman","1973-09-25","22"
"Black Panther","2018","Ryan Coogler","7","Chadwick Boseman","man","1976-11-29","42","Lupita Nyong'o","woman","1983-03-01","35"
"Bruce Almighty","2003","Tom Shadyac","7","Jim Carrey","man","1962-01-17","41","Jennifer Aniston","woman","1969-02-11","34"
"Café Society","2016","Woody Allen","7","Jesse Eisenberg","man","1983-10-05","33","Kristen Stewart","woman","1990-04-09","26"
"Captain Blood","1935","Michael Curtiz","7","Errol Flynn","man","1909-06-20","26","Olivia de Havilland","woman","1916-07-01","19"
"Cast Away","2000","Robert Zemeckis","7","Tom Hanks","man","1956-07-09","44","Helen Hunt","woman","1963-06-15","37"
"Cat on a Hot Tin Roof","1958","Richard Brooks","7","Paul Newman","man","1925-01-26","33","Elizabeth Taylor","woman","1932-02-27","26"
"Click","2006","Frank Coraci","7","Adam Sandler","man","1966-09-09","40","Kate Beckinsale","woman","1973-07-26","33"
"Clueless","1995","Amy Heckerling","7","Paul Rudd","man","1969-04-06","26","Alicia Silverstone","woman","1976-10-04","19"
"Clueless","1995","Amy Heckerling","7","Donald Faison","man","1974-06-22","21","Stacey Dash","woman","1967-01-20","28"
"Con Air","1997","Simon West","7","Nicolas Cage","man","1964-01-07","33","Monica Potter","woman","1971-06-30","26"
"Contact","1997","Robert Zemeckis","7","Matthew McConaughey","man","1969-11-04","28","Jodie Foster","woman","1962-11-19","35"
"Crouching Tiger, Hidden Dragon","2000","Ang Lee","7","Chow Yun-fat","man","1955-05-18","45","Michelle Yeoh","woman","1962-08-06","38"
"Delicatessen","1991","Jean-Pierre Jeunet","7","Dominique Pinon","man","1955-03-04","36","Marie-Laure Dougnac","woman","1962-02-01","29"
"Destination Wedding","2018","Victor Levin","7","Keanu Reeves","man","1964-09-02","54","Winona Ryder","woman","1971-10-29","47"
"Die Hard","1988","John McTiernan","7","Bruce Willis","man","1955-03-19","33","Bonnie Bedelia","woman","1948-03-25","40"
"Divergent","2014","Neil Burger","7","Theo James","man","1984-12-16","30","Shailene Woodley","woman","1991-11-15","23"
"Ex Machina","2014","Alex Garland","7","Oscar Isaac","man","1979-03-09","35","Sonoya Mizuno","woman","1986-07-01","28"
"Fifty Shades Darker","2017","James Foley","7","Jamie Dornan","man","1982-05-01","35","Dakota Johnson","woman","1989-10-04","28"
"Fifty Shades of Grey","2015","Sam Taylor-Johnson","7","Jamie Dornan","man","1982-05-01","33","Dakota Johnson","woman","1989-10-04","26"
"For Love of the Game","1999","Sam Raimi","7","Kevin Costner","man","1955-01-18","44","Kelly Preston","woman","1962-10-13","37"
"Forget Paris","1995","Billy Crystal","7","Billy Crystal","man","1948-03-14","47","Debra Winger","woman","1955-05-16","40"
"Goldfinger","1964","Guy Hamilton","7","Sean Connery","man","1930-08-25","34","Shirley Eaton","woman","1937-01-12","27"
"Gone Girl","2014","David Fincher","7","Ben Affleck","man","1972-08-15","42","Rosamund Pike","woman","1979-01-27","35"
"Guess Who's Coming to Dinner","1967","John Huston","7","Spencer Tracy","man","1900-04-05","67","Katharine Hepburn","woman","1907-05-12","60"
"Home Again","2017","Hallie Meyers-Shyer","7","Michael Sheen","man","1969-02-05","48","Reese Witherspoon","woman","1976-03-21","41"
"Honey","2003","Bille Woodruff","7","Mekhi Phifer","man","1974-12-29","29","Jessica Alba","woman","1981-04-28","22"
"I Love You, Man","2009","John Hamburg","7","Paul Rudd","man","1969-04-06","40","Rashida Jones","woman","1976-02-25","33"
"Il Bidone","1954","Federico Fellini","7","Richard Basehart","man","1914-08-31","40","Giulietta Masina","woman","1921-02-22","33"
"In the Heights","2021","John M. Chu","7","Corey Hawkins","man","1988-10-22","33","Leslie Grace","woman","1995-01-07","26"
"Iron Man","2008","Jon Favreau","7","Robert Downey Jr.","man","1965-04-04","43","Gwyneth Paltrow","woman","1972-09-27","36"
"Jerry Maguire","2006","Cameron Crowe","7","Tom Cruise","man","1962-07-03","44","Renee Zellweger","woman","1969-04-25","37"
"John Wick","2014","Chad Stahelski","7","Keanu Reeves","man","1964-09-02","50","Bridget Moynahan","woman","1971-04-28","43"
"Kate & Leopold","2001","James Mangold","7","Hugh Jackman","man","1968-10-12","33","Meg Ryan","woman","1961-11-19","40"
"Keeping Up with the Joneses","2016","Greg Mottola","7","Zach Galifianakis","man","1969-10-01","47","Isla Fisher","woman","1976-02-03","40"
"Laws of Attraction","2004","Peter Howitt","7","Pierce Brosnan","man","1953-05-16","51","Julianne Moore","woman","1960-12-03","44"
"Long Shot","2019","Jonathan Levine","7","Seth Rogen","man","1982-04-15","37","Charlize Theron","woman","1975-08-07","44"
"Lord of War","2005","Andrew Niccol","7","Nicolas Cage","man","1964-01-07","41","Bridget Moynahan","woman","1971-04-28","34"
"Love Actually","2003","Richard Curtis","7","Martin Freeman","man","1971-09-08","32","Joanna Page","woman","1978-03-23","25"
"Lucky You","2007","Curtis Hanson","7","Eric Bana","man","1968-08-09","39","Drew Barrymore","woman","1975-02-22","32"
"Maid in Manhattan","2002","Wayne Wang","7","Ralph Fiennes","man","1962-12-22","40","Jennifer Lopez","woman","1969-07-24","33"
"Mamma Mia!","2008","Phyllida Lloyd","7","Dominic Cooper","man","1978-06-02","30","Amanda Seyfried","woman","1985-12-03","23"
"Me, Myself & Irene","2000","Bobby Farrelly, Peter Farrelly","7","Jim Carrey","man","1962-01-17","38","Renee Zellweger","woman","1969-04-25","31"
"Mrs. Doubtfire","1993","Chris Columbus","7","Pierce Brosnan","man","1953-05-16","40","Sally Field","woman","1946-11-06","47"
