ID,CREATE DATE,Status,Shortage Type,Primary Usages,Household Support,Water Issues,Approximate Issue Start Date,County,CITY,LATITUDE,LONGITUDE,Well Depth,Was Issue Resolved?,Approximate Repair Cost,Additional Info,Well to Water Depth,Measure Date,Pump Rate Reduction,Report Date,StatusType,Region
520,08/21/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Entirely unavailable creek, stream, spring or other surface water source
",05/01/2015,Mariposa,Mariposa,37.585754,-120.003524,,"No, trucking in water
,Well Assistance
",,,,,It's no longer producing any water,08/21/2015,Outage,Inland
521,08/21/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/17/2015,Mariposa,Mariposa,37.447667,-119.981135,,"No, trucking in water
,Well Assistance
",,,152.0,08/21/2015,It's no longer producing any water,08/21/2015,Outage,Inland
522,08/06/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/25/2015,Merced,MERCED,37.318046,-120.436359,,"
",,,,,,08/06/2015,Outage,Inland
523,08/06/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/12/2014,Merced,OAKDALE,37.765277,-120.824854,,"
",,,,,,08/06/2015,Outage,Inland
524,08/06/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2014,Merced,CHOWCHILLA,37.100371,-120.126713,,"
",,,,,,08/06/2015,Outage,Inland
476,06/08/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",12/01/2014,Mariposa,Mariposa,37.441933,-119.95029,100.0,"No, trucking in water
,Well Assistance Program
",,,70.0,05/10/2012,It's no longer producing any water,06/08/2015,Outage,Inland
477,05/12/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/12/2015,Mariposa,Mariposa,37.449,-119.90671,200.0,"No, trucking in water
,Well Assistance program
",,,,,,05/12/2015,Outage,Inland
478,05/07/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",04/21/2015,Mariposa,Mariposa,37.475487,-119.95906,,"Well Assistance Program
",,,,,,05/07/2015,Outage,Inland
479,06/17/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/01/2014,Mariposa,Mariposa,37.457378,-119.78084,,"No, trucking in water
,Well assistance program
",,,,,It's no longer producing any water,06/17/2015,Outage,Inland
480,07/08/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Well is catching air, have to wait to be able to pump.
",05/01/2015,Mariposa,Mariposa,37.458131,-119.782118,,"No, trucking in water
,Well assistance
",,,200.0,11/21/2075,1 qt. per min.,07/08/2015,Outage,Inland
481,06/11/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/01/2015,Mariposa,Mariposa,37.523833,-119.915417,,"No, trucking in water
,Well assistance program
",,,95.0,09/07/2000,It's no longer producing any water,06/11/2015,Outage,Inland
482,07/17/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2015,Mariposa,Mariposa,37.456141,-119.913076,180.0,"No, trucking in water
,Well assistance program
",,,94.0,07/16/2015,It's no longer producing any water,07/17/2015,Outage,Inland
483,06/10/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",04/01/2015,Mariposa,Mariposa,37.485442,-119.828953,,"No, trucking in water
,Well Assistance Program
",,,,,It's no longer producing any water,06/10/2015,Outage,Inland
484,06/01/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/01/2015,Mariposa,Midpines,37.544378,-119.931969,,"No, trucking in water
,Well Assistance Program
",,,,,It's no longer producing any water,06/01/2015,Outage,Inland
485,05/08/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",03/08/2014,Mariposa,Mariposa,37.548658,-120.010837,545.0,"No, trucking in water
,Well assistance program
",,,545.0,10/22/2013,It's no longer producing any water,05/08/2015,Outage,Inland
486,07/13/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/01/2014,Mariposa,Mariposa,37.490588,-119.828732,100.0,"No, trucking in water
,Well Assistance Program
",,,48.0,09/28/2001,It's no longer producing any water,07/13/2015,Outage,Inland
487,07/22/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2014,Mariposa,Mariposa,37.485006,-119.860308,350.0,"No, trucking in water
,Well assistance program
",,,,,It's no longer producing any water,07/22/2015,Outage,Inland
488,07/17/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2014,Mariposa,Mariposa,37.463348,-119.748539,300.0,"No, trucking in water
,Well assistance program
",,,,,It's no longer producing any water,07/17/2015,Outage,Inland
489,07/08/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",04/01/2015,Mariposa,Mariposa,37.50636799999999,-120.003118,,"No, getting water from our neighbors with a hose
,Well assistance
",,,,,It's no longer producing any water,07/08/2015,Outage,Inland
491,03/10/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/15/2014,Mariposa,Midpines,37.570595,-119.98044,100.0,"No, trucking in water
,No, getting water from our neighbors with a hose
",,,,,,03/10/2015,Outage,Inland
492,05/26/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/01/2014,Mariposa,Mariposa,37.498422,-119.82283,205.0,"No, trucking in water
,Well assistance program
",,,85.0,05/13/2081,It's no longer producing any water,05/26/2015,Outage,Inland
493,06/17/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",04/01/2015,Mariposa,Mariposa,37.503801,-119.906191,,"No, trucking in water
,Well assistance program
",,,627.0,06/17/2015,It's no longer producing any water,06/17/2015,Outage,Inland
494,07/15/2015,Outage,"Low creek, stream, spring, or other surface water source",Household,owner-occupied,"Entirely unavailable creek, stream, spring or other surface water source
",06/01/2015,Mariposa,Midpines,37.56571,-119.987885,,"No, trucking in water
,Well assistance program
",,,,,,07/15/2015,Outage,Inland
495,07/16/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/01/2015,Mariposa,Mariposa,37.507622,-119.907373,,"No, trucking in water
,Well assistance program
",,,315.0,07/16/2015,It's no longer producing any water,07/16/2015,Outage,Inland
496,05/07/2015,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",06/08/2014,Mariposa,Mariposa,37.492919,-119.835849,265',"On water assistance program
",,,,,It's no longer producing any water,05/07/2015,Outage,Inland
497,07/21/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/01/2015,Mariposa,Mariposa,37.494848,-119.833118,100.0,"No, trucking in water
,Well Assistance Program
",,,,11/26/2015,It's no longer producing any water,07/21/2015,Outage,Inland
498,05/07/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",03/31/2015,Mariposa,Mariposa,37.490371,-119.836717,185.0,"Well Assistance Program
",,,185.0,06/23/2078,5- 10 gal an hour,05/07/2015,Outage,Inland
499,06/29/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/01/2015,Mariposa,Mariposa,37.515642,-119.891668,,"Well Assistance Program
,No, trucking in water
",,,,,It's no longer producing any water,06/29/2015,Outage,Inland
3177,09/09/2015,Outage,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",07/01/2015,Mariposa,Midpines,37.562614,-119.929896,,"No, trucking in water
,well Assistance Program
",,,,,It's no longer producing any water,09/09/2015,Outage,Inland
3178,09/09/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
,Reduction in water pressure, lower flows.
",07/31/2015,San Joaquin,escalon,37.790236,-120.975312,70.0,"No, on drilling wait list.
,bottled water
",,,70.0,07/27/2015,It's no longer producing any water,09/09/2015,Outage,Inland
3179,09/09/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/14/2015,San Joaquin,stockton,37.991731,-121.189506,129.0,"No, getting water from our neighbors with a hose
,bottle water
",,,129',07/04/2015,Not sure,09/09/2015,Outage,Inland
3180,09/09/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/02/2015,San Joaquin,stockton,38.042076,-121.230504,125.0,"No, on drilling wait list.
,bottled water
",,,127.0,,It's no longer producing any water,09/09/2015,Outage,Inland
3181,09/09/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
,Reduction in water quality
,Well is catching air, have to wait to be able to pump.
,Reduction in water pressure, lower flows.
",09/07/2015,San Joaquin,stockton,38.017145,-121.223779,unknown at this time,"No, getting water from our neighbors with a hose
,bottled water
,No, on drilling wait list.
",,,,,It's no longer producing any water,09/09/2015,Outage,Inland
3182,09/10/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/01/2015,Mariposa,Midpines,37.561665,-119.963653,,"No, trucking in water
,Well Assistance Program
",,,,,It's no longer producing any water,09/10/2015,Outage,Inland
3184,09/14/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/14/2015,San Luis Obispo,PASO ROBLES,35.656511,-120.572734,,"No, on drilling wait list.
",,,,,,09/14/2015,Outage,Southern
3185,09/14/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/14/2015,San Luis Obispo,PASO ROBLES,35.5915279,-120.63091,,"No, on drilling wait list.
",,,,,,09/14/2015,Outage,Southern
3186,09/16/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/16/2015,San Luis Obispo,PASO ROBLES,35.605716,-120.60178,,"No, on drilling wait list.
",,,,,,09/16/2015,Outage,Southern
3187,09/16/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/16/2015,San Luis Obispo,Templeton,35.540019,-120.619064,,"No, on drilling wait list.
",,,,,,09/16/2015,Outage,Southern
3188,09/17/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/27/2015,San Joaquin,TRACY,37.748523,-121.511241,"UNKNOWN, PUMP SET AT 60 FT BSG","No, on drilling wait list.
,NO, BOTTLED WATER
",,,PUMP SET AT 60 FEET,,,09/17/2015,Outage,Inland
3189,09/17/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2015,San Joaquin,Mariposa,37.46555499999999,-119.879464,120.0,"No, trucking in water
,Well Assistance Program
",,,72.0,09/17/2015,"Yes, about a 30-40% reduction",09/17/2015,Outage,Inland
3190,09/18/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/16/2015,San Joaquin,LODI,38.130306,-121.214534,,"No, on drilling wait list.
,No, on driller wait list
",,,,09/16/2015,,09/18/2015,Outage,Inland
3191,09/22/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/22/2015,San Luis Obispo,PASO ROBLES,35.661421,-120.587097,,"No, on drilling wait list.
",,,,,,09/22/2015,Outage,Southern
3192,09/23/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2015,Mariposa,Mariposa,37.436635,-119.858558,210.0,,,,187.0,09/23/2015,It's no longer producing any water,09/23/2015,Outage,Inland
3193,09/24/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/01/2015,Mariposa,Mariposa,37.5097348,-119.875164,140.0,"No, trucking in water
,Well Assistance
",,,80.0,09/24/2015,It's no longer producing any water,09/24/2015,Outage,Inland
3197,09/25/2015,Outage,"Low creek, stream, spring, or other surface water source",Household,renter-occupied,"Entirely unavailable creek, stream, spring or other surface water source
",06/01/2015,Mariposa,Mariposa,37.502256,-119.993113,,"No, trucking in water
,Well Assistance Program
",,,,,It's no longer producing any water,09/25/2015,Outage,Inland
3198,09/28/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/01/2015,Mariposa,COulterville,37.72941,-120.162196,400.0,"No, trucking in water
,Well assistance program
",,,,,It's no longer producing any water,09/28/2015,Outage,Inland
3199,09/29/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/28/2015,San Luis Obispo,CRESTON,35.4743509,-120.5018026,,"No, on drilling wait list.
",,,,,,09/29/2015,Outage,Southern
3200,09/29/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/29/2015,San Luis Obispo,PASO ROBLES,35.627269,-120.551524,,"No, on drilling wait list.
",,,,,,09/29/2015,Outage,Southern
3201,09/29/2015,Outage,"Low creek, stream, spring, or other surface water source",Household,owner-occupied,"Entirely unavailable creek, stream, spring or other surface water source
",03/01/2015,Mariposa,Mariposa,37.417119,-119.902665,,"No, trucking in water
,Well Assistance Program
",,,,,It's no longer producing any water,09/29/2015,Outage,Inland
3202,09/29/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/20/2015,Mariposa,Mariposa,37.427713,-119.86546,,"No, trucking in water
,Well Assistance Program
",,,51.0,09/29/2015,"Yes, about a 30-40% reduction",09/29/2015,Outage,Inland
3203,09/30/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",02/01/2015,Mariposa,Catheys Valley,37.465383,-120.117257,,,,,445.0,09/29/2015,It's no longer producing any water,09/30/2015,Outage,Inland
3223,10/16/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",10/16/2015,San Luis Obispo,Templeton,35.531443,-120.58266,,,,,,,,10/16/2015,Outage,Southern
3263,10/27/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",10/27/2015,San Luis Obispo,Paso Robles,35.630074,-120.606888,,"No, on drilling wait list.
",,,,,,10/27/2015,Outage,Southern
3283,11/02/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",11/02/2015,San Luis Obispo,PASO ROBLES,35.638978,-120.56497,,"No, on drilling wait list.
",,,,,,11/02/2015,Outage,Southern
3303,11/09/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",11/09/2015,San Luis Obispo,PASO ROBLES,35.626568,-120.545769,,,,,,,,11/09/2015,Outage,Southern
3323,11/12/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",11/12/2015,San Luis Obispo,PASO ROBLES,35.644282,-120.548437,,"No, on drilling wait list.
",,,,,,11/12/2015,Outage,Southern
3324,11/13/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",11/13/2015,San Luis Obispo,PASO ROBLES,35.627555,-120.552834,,,,,,,,11/13/2015,Outage,Southern
3343,11/15/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",10/01/2014,San Luis Obispo,Santa Margarita,35.408669,-120.547846,120,"No, trucking in water
",,"We have purchased water 4 times at a cost of $250.00 per 4000 gals.

Many others in our rural area have experienced this same problem.",120,,It's no longer producing any water,11/15/2015,Outage,Southern
3383,11/23/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",11/23/2015,San Luis Obispo,PASO ROBLES,35.586201,-120.706661,,"No, on drilling wait list.
",,,,,,11/23/2015,Outage,Southern
3403,12/02/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",12/02/2015,San Luis Obispo,PASO ROBLES,35.667451,-120.602516,,"No, on drilling wait list.
",,,,,,12/02/2015,Outage,Southern
3423,12/08/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",12/07/2015,San Luis Obispo,PASO ROBLES,35.660571,-120.608616,,"No, on drilling wait list.
",,,,,,12/08/2015,Outage,Southern
3251,09/24/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2015,Kings,Hanford,36.35924,-119.629618,146.0,,,,,,,09/24/2015,Outage,Inland
3464,12/21/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",12/21/2015,San Luis Obispo,TEMPLETON,35.524796,-120.641781,,"No, on drilling wait list.
",,,,,,12/21/2015,Outage,Southern
3563,01/25/2016,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",01/25/2016,San Luis Obispo,ARROYO GRANDE,35.078104,-120.53955,,,,,,,,01/25/2016,Outage,Southern
3564,01/25/2016,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",01/25/2016,San Luis Obispo,SANTA MARGARITA,35.373699,-120.280885,,,,,,,,01/25/2016,Outage,Southern
3565,01/25/2016,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",01/25/2016,San Luis Obispo,PASO ROBLES ,35.641284,-120.566649,,,,,,,,01/25/2016,Outage,Southern
3566,01/26/2016,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",01/26/2016,San Luis Obispo,TEMPLETON,35.549727,-120.626859,,"No, on drilling wait list.
",,,,,,01/26/2016,Outage,Southern
3583,01/28/2016,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",01/28/2016,San Luis Obispo,PASO ROBLES,35.624737,-120.547895,,"No, on drilling wait list.
",,,,,,01/28/2016,Outage,Southern
3603,02/08/2016,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",02/08/2016,San Luis Obispo,Arroyo Grande,35.07668,-120.552023,,"No, on drilling wait list.
",,,,,,02/08/2016,Outage,Southern
235,05/20/2015,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",03/25/2015,Fresno,Fresno,36.765273,-119.857075,120 feet,"No, on drilling wait list.
",,Interim Tank Installed 8/7/15,,,It's no longer producing any water,05/20/2015,Resolved,Inland
3683,03/02/2016,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",03/02/2016,San Luis Obispo,PASO ROBLES,35.641338,-120.563629,,,,,,,,03/02/2016,Outage,Southern
358,06/05/2015,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",04/01/2015,Fresno,Sanger,36.774218,-119.410218,,"
",,Interim Tank Installed 11/17/15,,,,06/05/2015,Resolved,Inland
306,06/05/2015,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/11/2015,Fresno,Selma,36.53353,-119.654819,,"
",,Interim Tank Installed 8/10/15,,,,06/05/2015,Resolved,Inland
554,06/01/2015,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",12/27/2014,Fresno,Fresno,36.673328,-119.780719,,"barely enough water for now but worried it is going dry
",,Interim Tank Installed 2/18/16,,,,06/01/2015,Resolved,Inland
553,06/01/2015,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",10/15/2014,Fresno,Fresno,36.672573,-119.781427,,"No, getting water from our neighbors with a hose
",,Interim Tank Installed 12/15/15,,,,06/01/2015,Resolved,Inland
3889,05/06/2016,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",04/15/2015,Merced,Delhi,37.434044,-120.78802,,"No, cannot afford to finance solutions.
",,,,,,05/06/2016,Outage,Inland
3891,05/06/2016,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",04/01/2016,Merced,Delhi,37.404868,-120.755839,,"No, cannot afford to finance solutions.
",,,,,,05/06/2016,Outage,Inland
3523,01/07/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",12/07/2015,Fresno,Fresno,36.607371,-119.907846,,,,"Spoke with owner,  working well repair; would like temp water tank; sent app 1/7/15 ",,,,01/07/2016,Resolved,Inland
3405,12/04/2015,Interim Solution,Dry well (groundwater),Household, ,"Well is dry (no longer producing water)
",09/01/2015,Fresno,Fresno,36.641548,-119.779219,,,,Mailed Packet 12/4/15,,,,12/04/2015,Resolved,Inland
3183,09/10/2015,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/10/2015,Fresno,Fresno,36.720936,-119.830431,,"No, on drilling wait list.
",,Interim Tank Installed 10/2/15,,,,09/10/2015,Resolved,Inland
3169,09/08/2015,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/02/2015,Fresno,Reedley,36.660208,-119.447173,,"No, on drilling wait list.
",,Interim Tank Installed 11/18/15,,,,09/08/2015,Resolved,Inland
3168,09/08/2015,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/02/2015,Fresno,Fresno,36.67874,-119.780767,,"No, on drilling wait list.
",,Interim Tank Installed 10/29/15,,,,09/08/2015,Resolved,Inland
3167,09/08/2015,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/04/2015,Fresno,Fresno,36.764599,-119.883597,,"No, on drilling wait list.
",,Interim Tank Installed 10/29/15,,,,09/08/2015,Resolved,Inland
3166,09/08/2015,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2015,Fresno,Fresno,36.713728,-119.831215,,"No, cannot afford to finance solutions.
",,Interim Water Delivery 2/12/16,,,,09/08/2015,Resolved,Inland
2711,08/27/2015,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/01/2015,Fresno,Sanger,36.691261,-119.584564,65ft,"No, on drilling wait list.
",,Interim Tank Installed 9/10/15,65 ft,08/03/2015,,08/27/2015,Resolved,Inland
2704,08/26/2015,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/06/2015,Fresno,Fresno,36.70196,-119.721211,,"No, on drilling wait list.
",,Interim Tank Installed 9/16/15,,,,08/26/2015,Resolved,Inland
354,08/20/2015,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/19/2015,Fresno,Sanger,36.66221,-119.546463,,"No, on drilling wait list.
",,Needs more documentation,,,,08/20/2015,Resolved,Inland
336,08/14/2015,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/13/2015,Fresno,Parlier,36.652484,-119.530121,,"No, on drilling wait list.
",,Interim Tank Installed 1/14/16,,,,08/14/2015,Resolved,Inland
328,08/11/2015,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/10/2015,Fresno,Fresno,36.727706,-119.682547,,"No, on drilling wait list.
",,Needs to provide more documentation,,,,08/11/2015,Resolved,Inland
556,07/31/2015,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/31/2015,Fresno,Sanger,36.660629,-119.545944,85 ft,"No, on drilling wait list.
",,Interim Tank Installed 9/18/15,,,,07/31/2015,Resolved,Inland
323,07/17/2015,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/17/2015,Fresno,Fresno,36.565042,-119.739519,,"No, on drilling wait list.
",,Interim Tank Installed 9/4/15,,,,07/17/2015,Resolved,Inland
3923,05/17/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/10/2016,Fresno,Selma,36.549781,-119.628784,,,,,,,,05/17/2016,Resolved,Inland
3963,05/23/2016,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/23/2016,San Luis Obispo,CRESTON,35.472706,-120.501737,,,,,,,,05/23/2016,Outage,Southern
3985,06/02/2016,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2016,San Luis Obispo,CRESTON,35.431394,-120.489995,,,,,,,,06/02/2016,Outage,Southern
3986,06/02/2016,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/02/2016,San Luis Obispo,TEMPLETON,35.562593,-120.65563,,,,,,,,06/02/2016,Outage,Southern
4005,06/07/2016,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",02/01/2016,Stanislaus,Oakdale,37.732803,-120.84995,,"No, cannot afford to finance solutions.
",,,,,,06/07/2016,Outage,Inland
4023,06/10/2016,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/10/2016,San Luis Obispo,SAN MIGUEL,35.705326,-120.610445,,"No, on drilling wait list.
",,,,,,06/10/2016,Outage,Southern
4043,06/16/2016,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is pumping sand, muddy water.
,No longer has water
",01/01/2015,Fresno,Reedley ,36.601761,-119.486193,,"No, cannot afford to finance solutions.
",,,,,,06/16/2016,Outage,Inland
4044,06/16/2016,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Well is catching air, have to wait to be able to pump.
",06/01/2015,Madera,Madera,37.039101,-119.983525,,"No, on drilling wait list.
",,,,,,06/16/2016,Outage,Inland
4065,06/24/2016,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",01/31/2014,Madera,Madera,36.95183,-120.014908,,"No, on drilling wait list.
",,,,,,06/24/2016,Outage,Inland
4103,07/07/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/30/2016,Fresno,Fresno,36.59818,-119.808775,,,,,,,,07/07/2016,Resolved,Inland
4123,07/11/2016,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/11/2016,San Luis Obispo,PASO ROBLES,35.623771,-120.548676,,,,,,,,07/11/2016,Outage,Southern
4124,07/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/01/2016,Fresno,Clovis,36.87276,-119.711115,,,,Interim tank installed,,,,05/03/2016,Resolved,Inland
4126,07/12/2016,Interim Solution,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",06/01/2016,Fresno,Fresno,36.655983,-119.790149,,,,Yuri Zuniga is rental occupant,,,,07/12/2016,Resolved,Inland
4127,07/13/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/13/2016,Fresno,Sanger,36.713025,-119.535629,,,,,,,,07/13/2016,Resolved,Inland
4128,07/13/2016,Interim Solution,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",06/30/2016,Fresno,Fresno,36.739298,-119.53834,,,,,,,,07/13/2016,Resolved,Inland
4129,07/13/2016,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",04/01/2015,Fresno,Fresno,36.565252,-119.739806,123,"No, cannot afford to finance solutions.
",,,,,It's no longer producing any water,07/13/2016,Outage,Inland
4130,07/13/2016,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/13/2016,San Luis Obispo,PASO ROBLES,35.657083,-120.571909,,,,,,,,07/13/2016,Outage,Southern
4143,07/19/2016,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/19/2016,San Luis Obispo,PASO ROBLES,35.637096,-120.560994,,,,,,,,07/19/2016,Outage,Southern
